timestamp,sleep_log_entry_id,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
2019-12-02T06:39:00Z,24852153957,72,17,22,33,78,69,0.09723756906077348
2019-12-03T06:49:30Z,24862670534,77,22,19,36,96,67,0.10096670247046187
2019-12-04T06:43:30Z,24885048516,76,21,20,35,69,66,0.09385113268608414
2019-12-05T06:44:30Z,24897262953,79,21,21,37,79,67,0.09424083769633508
2019-12-06T06:39:00Z,24917457523,74,18,20,36,90,68,0.10122358175750834
2019-12-07T07:23:00Z,24917457525,82,24,18,40,126,68,0.09585253456221199
2019-12-08T11:13:30Z,24931463868,73,21,14,38,99,69,0.1180931744312026
2019-12-09T08:24:30Z,24940819749,88,22,22,44,110,71,0.1029535864978903
2019-12-10T10:35:30Z,24956254076,80,16,21,43,34,69,0.11728931364031277
2019-12-11T06:46:30Z,24966675576,83,22,22,39,105,67,0.10127826941986234
2019-12-13T06:18:30Z,24991784521,73,21,20,32,81,66,0.10543130990415335
2019-12-14T09:21:30Z,25002488967,87,23,19,45,123,66,0.11803823773898586
2019-12-15T11:34:30Z,25014389068,77,20,14,43,87,67,0.1268462206776716
2019-12-16T06:43:30Z,25024877171,78,19,20,39,86,69,0.13656783468104222
2019-12-17T06:46:30Z,25037273100,77,18,21,38,93,68,0.11507582515611062
2019-12-18T06:47:30Z,25054766403,79,19,20,40,87,67,0.11623246492985972
2019-12-19T06:31:30Z,25064894453,69,20,18,31,55,67,0.0963855421686747
2019-12-20T06:28:30Z,25083442326,83,22,22,39,101,68,0.11026200873362445
2019-12-21T10:39:30Z,25095429305,74,19,18,37,67,65,0.09549945115257959
2019-12-22T10:48:00Z,25104446844,72,22,14,36,101,66,0.13932172318973418
2019-12-23T08:45:30Z,25114574456,90,24,22,44,130,68,0.12210338680926916
2019-12-24T08:27:30Z,25136167610,82,21,23,38,79,66,0.10221285563751317
2019-12-25T10:18:00Z,25138586827,81,22,16,43,86,66,0.13819742489270387
2019-12-26T09:35:00Z,25150523713,84,23,20,41,111,66,0.10690633869441817
2019-12-27T11:24:30Z,25163295849,70,21,13,36,83,65,0.13948256467941508
2019-12-28T09:07:30Z,25173636067,77,19,22,36,87,68,0.12525252525252525
2019-12-29T10:10:00Z,25185943631,86,21,22,43,100,67,0.12185215272136475
2019-12-30T09:00:30Z,25200027033,72,17,16,39,63,64,0.11143131604226705
2019-12-31T10:33:00Z,25216007744,84,22,20,42,102,65,0.15813598166539344
2020-01-01T11:46:30Z,25229279710,70,21,13,36,86,65,0.1366181410974244
2020-01-01T16:21:30Z,25233606568,60,18,15,27,11,65,0.11825192802056556
2020-01-02T10:25:30Z,25243305727,80,17,21,42,85,67,0.12824811399832356
2020-01-03T09:15:30Z,25257945582,87,21,21,45,88,65,0.10134529147982063
2020-01-04T09:50:30Z,25272558302,79,19,20,40,73,65,0.12722170252572498
2020-01-05T09:11:30Z,25283681814,75,16,21,38,36,66,0.14299610894941633
2020-01-06T04:41:00Z,25297949174,67,19,20,28,53,66,0.10888252148997135
2020-01-09T04:43:00Z,25342276643,66,17,20,29,25,65,0.17296511627906977
2020-01-10T05:41:30Z,25363900643,76,21,19,36,56,64,0.13275299238302501
2020-01-11T06:08:30Z,25382923176,58,16,16,26,37,64,0.05870841487279843
2020-01-12T07:34:30Z,25395553240,80,20,20,40,102,64,0.11357340720221606
2020-01-13T05:18:00Z,25408895181,75,17,21,37,24,63,0.08796296296296297
2020-01-14T05:45:00Z,25420767873,80,21,22,37,58,61,0.09230769230769231
2020-01-15T05:23:30Z,25439779135,77,22,19,36,88,61,0.10970996216897856
2020-01-16T06:34:30Z,25457288238,79,21,20,38,80,61,0.09417989417989418
2020-01-17T06:53:00Z,25469285399,85,22,20,43,92,62,0.13513513513513514
2020-01-18T06:20:00Z,25488142949,87,24,21,42,127,62,0.0945273631840796
2020-01-19T08:34:30Z,25499959802,79,21,19,39,80,62,0.12067352666043031
2020-01-20T06:24:30Z,25513824138,84,22,19,43,105,63,0.10834990059642147
2020-01-21T05:32:30Z,25526604338,91,25,20,46,142,63,0.08831168831168831
2020-01-22T05:28:30Z,25541501397,83,22,18,43,92,62,0.06350914962325081
2020-01-23T06:37:30Z,25559544688,79,21,22,36,81,64,0.11025358324145534
2020-01-24T07:21:00Z,25575800770,77,21,16,40,73,64,0.06440677966101695
2020-01-25T07:22:30Z,25591120766,85,21,22,42,73,66,0.0922920892494929
2020-01-26T09:13:30Z,25603613945,73,21,15,37,78,66,0.08967082860385925
2020-01-27T07:34:30Z,25615559390,85,22,21,42,98,68,0.10892018779342723
2020-01-28T06:26:30Z,25629880781,80,23,18,39,116,66,0.10802139037433155
2020-01-29T04:13:30Z,25646822181,77,19,21,37,92,66,0.09736540664375716
2020-01-30T06:22:00Z,25665963383,85,24,18,43,131,65,0.07766990291262135
2020-01-31T06:42:30Z,25696518427,65,17,21,27,59,65,0.08275862068965517
2020-02-01T06:36:30Z,25707926715,87,23,18,46,111,67,0.046622264509990484
2020-02-02T08:50:00Z,25723406286,67,21,13,33,82,69,0.05763239875389408
2020-02-03T05:45:00Z,25734599170,82,22,21,39,93,71,0.09529411764705882
2020-02-04T06:28:00Z,25749083436,58,18,14,26,43,71,0.04133858267716536
2020-02-05T08:27:30Z,25762308512,86,23,21,42,110,73,0.11811023622047244
2020-02-06T04:33:30Z,25773439116,75,20,21,34,79,71,0.12146596858638743
2020-02-07T08:33:30Z,25793105126,79,21,16,42,104,68,0.14370811615785556
2020-02-08T07:53:30Z,25836503169,86,22,19,45,88,68,0.09688888888888889
2020-02-09T04:34:30Z,25836503170,61,21,13,27,50,68,0.07707129094412331
2020-02-10T06:52:30Z,25836503172,73,21,21,31,59,68,0.08123791102514506
2020-02-11T04:56:00Z,25849780413,76,21,20,35,71,68,0.10754017305315204
2020-02-12T05:48:30Z,25863960321,76,18,18,40,74,67,0.1424272818455366
2020-02-13T07:18:00Z,25876041599,77,21,15,41,62,67,0.119960668633235
2020-02-15T11:22:30Z,25935918189,69,22,11,36,91,69,0.11288343558282209
2020-02-17T08:35:30Z,25935918191,79,21,21,37,81,70,0.0876979293544458
2020-02-18T05:35:30Z,25947923454,76,20,20,36,87,70,0.11049723756906077
2020-02-19T06:22:30Z,25963402543,77,22,19,36,89,70,0.11042311661506708
2020-02-20T07:48:30Z,25986094786,88,24,19,45,137,69,0.10474006116207951
2020-02-21T06:50:30Z,26001844532,85,24,17,44,131,69,0.11226944667201283
2020-02-22T07:52:00Z,26016059200,82,21,16,45,115,70,0.11
2020-02-23T07:57:30Z,26042446714,67,22,12,33,83,73,0.11660329531051965
2020-02-24T06:55:30Z,26042446715,91,24,21,46,126,73,0.09123757904245709
2020-02-25T06:42:00Z,26064965963,82,19,23,40,93,73,0.08456243854473942
2020-02-26T06:42:00Z,26074293698,83,22,20,41,88,72,0.11383709519136408
2020-02-27T06:47:00Z,26088133858,81,20,20,41,89,71,0.10573122529644269
2020-02-28T07:14:30Z,26105662997,73,20,12,41,85,70,0.15751295336787566
2020-02-29T08:01:00Z,26119068981,85,21,22,42,81,72,0.09714285714285714
2020-03-01T08:22:30Z,26131375313,60,17,12,31,78,73,0.08920863309352518
2020-03-02T10:08:00Z,26143014034,70,19,10,41,121,74,0.19223173140223832
2020-03-03T07:31:30Z,26159173890,86,22,19,45,92,76,0.12871287128712872
2020-03-04T08:28:30Z,26174533009,87,22,21,44,98,74,0.10980392156862745
2020-03-05T08:13:30Z,26190816499,84,23,20,41,123,71,0.10580524344569288
2020-03-06T09:12:30Z,26208427837,89,23,21,45,120,72,0.08034321372854915
2020-03-07T08:46:30Z,26223106206,87,24,18,45,128,72,0.11594202898550725
2020-03-08T07:25:30Z,26231258246,80,22,22,36,83,72,0.10108303249097472
2020-03-09T06:44:00Z,26245194112,83,22,19,42,124,71,0.09733606557377049
2020-03-10T06:49:30Z,26260768443,82,21,21,40,81,72,0.09000989119683482
2020-03-11T06:47:00Z,26319194532,84,22,20,42,93,71,0.08848614072494669
2020-03-12T06:54:30Z,26319194534,79,21,20,38,69,72,0.08
2020-03-13T06:46:30Z,26319194535,84,21,22,41,109,71,0.09412861136999068
2020-03-14T07:32:00Z,26319194536,71,19,19,33,107,71,0.12144702842377261
2020-03-15T06:55:30Z,26353709658,84,23,20,41,111,71,0.11776649746192894
2020-03-16T08:42:30Z,26353709660,85,23,22,40,108,71,0.09029779058597502
2020-03-17T07:58:00Z,26368934160,79,17,19,43,67,68,0.12108382726502964
2020-03-18T06:51:30Z,26393281545,80,21,19,40,103,67,0.0910010111223458
2020-03-19T09:01:00Z,26393281546,78,21,19,38,68,68,0.05625717566016074
2020-03-20T08:26:00Z,26413497095,82,21,16,45,102,68,0.13130434782608696
2020-03-21T04:52:00Z,26415801258,72,21,18,33,66,70,0.11179173047473201
2020-03-22T10:54:00Z,26438065829,74,22,17,35,83,70,0.11216056670602124
2020-03-23T08:21:30Z,26444879883,89,22,22,45,103,70,0.09195402298850575
2020-03-24T06:39:30Z,26455360344,80,21,21,38,84,68,0.0665083135391924
2020-03-25T07:52:00Z,26467580134,80,23,20,37,109,67,0.0854788877445932
2020-03-26T07:57:00Z,26485220347,77,20,18,39,134,67,0.09809264305177112
2020-03-27T07:39:30Z,26492260577,89,23,20,46,115,67,0.09182736455463728
2020-03-28T08:59:30Z,26504210730,88,23,20,45,124,67,0.0984540276647681
2020-03-29T09:18:00Z,26516188492,84,22,19,43,96,66,0.08364312267657993
2020-03-30T10:01:30Z,26530448366,90,22,22,46,91,67,0.08494208494208494
