timestamp,sleep_log_entry_id,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
2019-12-28T09:06:30Z,25171974888,80,22,18,40,68,47,0.19805194805194806
2019-12-29T08:49:30Z,25189335380,70,22,9,39,65,44,0.2508361204013378
2019-12-30T08:28:30Z,25206169676,73,22,14,37,80,45,0.15224191866527634
2019-12-31T08:33:00Z,25234143557,73,21,17,35,59,45,0.19058050383351588
2020-01-02T08:13:00Z,25266471755,72,21,13,38,56,45,0.16912487708947885
2020-01-03T06:43:00Z,25266471756,62,20,8,34,25,45,0.24686192468619247
2020-01-04T09:10:00Z,25271432662,66,21,16,29,34,47,0.2393538913362702
2020-01-05T10:06:30Z,25282737909,74,20,15,39,70,46,0.18365472910927455
2020-01-06T06:14:00Z,25307582501,60,21,12,27,55,45,0.24846248462484624
2020-01-07T06:46:30Z,25320954691,77,21,18,38,50,45,0.1216374269005848
2020-01-08T07:15:00Z,25333869511,70,21,10,39,44,45,0.24678111587982832
2020-01-09T06:53:30Z,25363101741,71,19,18,34,46,46,0.15168539325842698
2020-01-10T06:53:30Z,25380278163,76,22,18,36,78,46,0.17386231038506417
2020-01-11T07:50:30Z,25387970382,57,17,13,27,10,46,0.2217573221757322
2020-01-12T10:36:00Z,25409084902,60,18,10,32,50,46,0.20102564102564102
2020-01-13T06:28:00Z,25418134167,79,22,20,37,72,48,0.1445929526123937
2020-01-14T06:21:00Z,25430307582,68,18,18,32,44,46,0.20379746835443038
2020-01-15T06:50:00Z,25453868774,78,21,18,39,51,44,0.19286510590858416
2020-01-16T07:01:00Z,25461142287,59,15,17,27,48,44,0.20095693779904306
2020-01-17T03:49:30Z,25473326563,62,16,18,28,26,45,0.19573643410852712
2020-01-18T08:55:30Z,25491342276,75,22,12,41,88,45,0.1450381679389313
2020-01-19T09:33:00Z,25510149237,71,22,14,35,65,47,0.1583949313621964
2020-01-20T07:01:30Z,25518257560,78,20,19,39,30,48,0.18324022346368715
2020-01-21T06:43:30Z,25529945029,68,19,18,31,69,47,0.19838523644752018
2020-01-22T06:43:00Z,25557259037,72,20,20,32,39,46,0.13647058823529412
2020-01-23T04:38:00Z,25571573772,66,17,19,30,33,46,0.17784711388455537
2020-01-24T07:04:30Z,25586069832,72,22,15,35,81,46,0.08028335301062574
2020-01-25T07:23:00Z,25595523986,78,21,16,41,38,48,0.08884297520661157
2020-01-26T07:41:30Z,25607778677,71,21,18,32,45,49,0.10534351145038168
2020-01-28T06:08:00Z,25645293844,76,22,17,37,68,49,0.18912237330037082
2020-01-29T06:43:30Z,25653539379,75,19,23,33,44,48,0.09610983981693363
2020-01-30T07:05:30Z,25666164253,74,19,18,37,59,46,0.18518518518518517
2020-01-31T07:02:00Z,25696447227,73,19,18,36,42,45,0.16161616161616163
2020-02-01T08:28:00Z,25712106444,73,22,13,38,75,47,0.19250780437044746
2020-02-02T09:28:30Z,25732792765,76,22,16,38,81,48,0.11621621621621622
2020-02-03T06:45:30Z,25737843221,81,22,20,39,65,47,0.13340683572216097
2020-02-04T06:34:30Z,25751178715,68,19,19,30,14,47,0.18593563766388557
2020-02-05T07:01:30Z,25765502411,65,21,14,30,56,45,0.10014513788098693
2020-02-06T06:50:00Z,25783203957,76,22,21,33,71,47,0.11738648947951273
2020-02-07T06:52:00Z,25797324044,74,20,21,33,69,45,0.12906976744186047
2020-02-08T08:15:30Z,25819317393,65,17,12,36,49,45,0.1398527865404837
2020-02-09T08:44:00Z,25826709445,74,19,12,43,44,46,0.155299055613851
2020-02-10T06:55:30Z,25840943219,70,19,15,36,72,48,0.16174863387978142
2020-02-11T06:39:30Z,25861470136,79,21,20,38,35,47,0.13203214695752008
2020-02-12T06:02:30Z,25874822659,75,21,19,35,62,47,0.15943877551020408
2020-02-13T06:58:00Z,25878451698,80,21,21,38,46,46,0.12060889929742388
2020-02-14T06:58:00Z,25894543060,67,19,20,28,56,46,0.12630359212050984
2020-02-15T07:49:30Z,25908960378,67,21,11,35,56,46,0.1392081736909323
2020-02-16T09:50:30Z,25923302916,66,22,13,31,69,47,0.0824022346368715
2020-02-17T06:46:30Z,25933222245,77,21,17,39,51,50,0.23900789177001128
2020-02-18T06:47:30Z,25968544429,70,15,20,35,57,48,0.15463917525773196
2020-02-19T06:43:30Z,25968544430,70,20,20,30,57,47,0.15141242937853108
2020-02-20T06:59:00Z,25978422161,67,21,14,32,70,46,0.23672566371681417
2020-02-21T06:43:30Z,26011356895,73,20,15,38,57,48,0.2387878787878788
2020-02-22T07:49:00Z,26017338140,64,19,11,34,46,48,0.1970495258166491
2020-02-23T07:53:30Z,26036022643,76,22,18,36,87,51,0.1401985111662531
2020-02-24T06:50:00Z,26081648908,82,21,22,39,57,52,0.11827956989247312
2020-02-26T07:03:30Z,26081648910,73,19,20,34,54,52,0.1557632398753894
2020-02-27T07:18:30Z,26098207996,65,18,14,33,5,46,0.11392405063291139
2020-02-28T07:08:00Z,26111929586,61,16,21,24,31,49,0.12567324955116696
2020-02-29T08:02:30Z,26119626219,79,20,17,42,86,47,0.23282051282051283
2020-03-01T03:28:00Z,26130044118,66,12,22,32,7,46,0.10173697270471464
2020-03-02T07:13:30Z,26148360023,76,22,17,37,81,46,0.18510858324715615
2020-03-03T07:26:00Z,26161648714,75,21,16,38,38,45,0.1625916870415648
2020-03-04T08:01:30Z,26178778529,76,23,13,40,107,46,0.20271580989330748
2020-03-05T08:14:00Z,26196692623,73,20,18,35,34,46,0.20121951219512196
2020-03-06T07:09:00Z,26209452058,73,21,17,35,58,46,0.14603174603174604
2020-03-07T06:41:30Z,26217515055,82,21,21,40,33,47,0.11967779056386652
2020-03-08T08:13:30Z,26256913419,69,21,18,30,54,47,0.09786276715410573
2020-03-09T06:46:00Z,26256913420,67,19,23,25,58,46,0.10866752910737387
2020-03-11T07:42:30Z,26285343735,78,21,15,42,45,44,0.09219190968955786
2020-03-12T06:22:00Z,26288680064,83,21,21,41,42,46,0.10902255639097744
2020-03-13T06:45:00Z,26306338653,75,19,20,36,58,45,0.15965346534653466
2020-03-14T08:44:30Z,26319770221,80,21,13,46,60,45,0.13953488372093023
2020-03-15T06:34:00Z,26342688077,64,20,12,32,25,47,0.17391304347826086
2020-03-16T07:39:30Z,26349024331,66,18,20,28,62,48,0.1488162344983089
2020-03-18T07:13:00Z,26380705349,74,20,19,35,81,46,0.19466975666280417
2020-03-19T08:09:00Z,26387234498,74,17,20,37,43,45,0.13764337851929093
2020-03-21T09:08:00Z,26416569739,63,18,11,34,64,47,0.12449799196787148
2020-03-22T09:05:00Z,26434483581,76,21,19,36,50,49,0.1588345864661654
2020-03-23T08:04:30Z,26443230995,76,19,18,39,56,48,0.20608439646712462
2020-03-24T08:13:00Z,26473501697,72,20,15,37,56,48,0.1928982725527831
2020-03-25T07:55:30Z,26473501698,74,20,19,35,54,48,0.18107833163784334
2020-03-26T04:18:30Z,26476119722,70,19,17,34,14,47,0.19919246298788695
2020-03-27T07:37:30Z,26489620190,65,20,16,29,58,47,0.2201453790238837
2020-03-28T07:44:30Z,26504002101,62,19,11,32,81,47,0.17327293318233294
2020-03-29T07:14:30Z,26517964044,59,18,14,27,29,49,0.10039370078740158
2020-03-30T06:21:00Z,26530518810,77,21,21,35,46,51,0.13402061855670103
